id,lesson_number,title,content,example_one,example_two,supporting_content,jlpt_level,category,related_grammar_references,related_kanji_references,related_vocab_references,difficulty_order,unlocks_content,origin
g220,220,"Cannot Bring Oneself To — ~かねる","Verb masu-stem plus かねる means cannot bring oneself to / find it difficult or impossible to. The speaker is psychologically or circumstantially unable to act — often due to politeness, ethics, or emotional difficulty. Used to politely decline or express reluctance.","その条件では承諾しかねます。(そのじょうけんではしょうだくしかねます。) — Under those conditions, I cannot bring myself to agree.","彼の気持ちは理解しかねる部分がある。(かれのきもちはりかいしかねるぶぶんがある。) — There are parts of his feelings I find hard to understand.","Verb stem + かねる = polite refusal or reluctance. かねます is the polite form used in formal/business contexts: 対応しかねます (we cannot accommodate). Compare: にくい (hard to do — practical difficulty); づらい (hard to do — psychological); かねない (might happen — opposite meaning, do not confuse).",N2,ability,,,,220,g221,user-title-ai-content
g221,221,"Might Possibly / Could Well — ~かねない","Verb masu-stem plus かねない means might possibly / could well / is not impossible. Expresses concern that a negative outcome might occur — the speaker warns that such a result is plausible and should not be dismissed. Always refers to undesirable possibilities.","このまま放置すれば、大事になりかねない。(このままほうちすれば、おおごとになりかねない。) — If left as is, it could well become a big problem.","冗談も言い方によっては傷つけかねない。(じょうだんもいいかたによってはきずつけかねない。) — Even a joke, depending on how it's said, could hurt someone.","Verb stem + かねない = negative possibility the speaker fears. It wouldn't be surprising if this bad thing happened. Compare: かねる (cannot bring oneself to — present refusal/reluctance, opposite direction); おそれがある (risk that — more formal, used in official contexts).",N2,possibility,,,,221,g222,user-title-ai-content
g222,222,"Cannot Help But — ~ないではいられない / ~ずにはいられない","Verb negative ない-form plus ではいられない means cannot help but / cannot stop oneself from. The speaker is compelled by emotion or instinct — the action is irresistible. ずにはいられない is a more literary/formal equivalent (replace ない with ず; する → せずにはいられない).","この映画を見ると、泣かないではいられない。(このえいがをみると、なかないではいられない。) — Watching this film, I can't help but cry.","あまりにひどいので、文句を言わずにはいられなかった。(あまりにひどいので、もんくをいわずにはいられなかった。) — It was so terrible, I couldn't help but complain.","Double negative: ないでは + いられない (can't be in the state of not doing). Compare: てしまう (end up doing — often regret or involuntary); てならない (can't help feeling — mainly emotions/sensations); てたまらない (unbearably — desire or sensation, not actions).",N2,compulsion,,,,222,g223,user-title-ai-content
g223,223,"Without — ~なしに / ~なしには","Noun plus なしに means without — performing or achieving something without a necessary condition or step. なしには emphasises that without X the following is impossible (often a negative result). A formal and emphatic alternative to なしで.","許可なしに入ることはできない。(きょかなしにはいることはできない。) — You cannot enter without permission.","努力なしには、成功はありえない。(どりょくなしには、せいこうはありえない。) — Without effort, success is impossible.","なしに / なしには follow nouns only (formal written). Compare: ないで (without doing — casual verb-based: 食べないで出かけた); ずに (without doing — literary: 食べずに出かけた); なしで (without — casual noun-based: 彼なしで = without him).",N2,condition,,,,223,g224,user-title-ai-content
g224,224,"Although / While — ~ながら(も)","Verb masu-stem, adjective, or noun plus ながら(も) means although / despite / while. Marks a concessive relationship — the main clause holds true even though the ながら clause might suggest otherwise. も intensifies the concession. More formal than のに or けど.","狭いながらも、居心地のいい部屋だ。(せまいながらも、いごこちのいいへやだ。) — Although it's small, it's a comfortable room.","知りながら(も)、黙っていた。(しりながらも、だまっていた。) — Although knowing, he kept silent.","Used with: adj stem + ながら (小さいながら)、V-stem + ながら (知りながら)、noun + ながら (素人ながら — for a layman). Note: the same ながら can mean simultaneous action (聴きながら勉強する) — context determines which reading applies.",N2,concessive,,,,224,g225,user-title-ai-content
g225,225,"While / Even Though — ~つつ(も)","Verb masu-stem plus つつ means while (simultaneous action, literary) or even though / despite (concessive, often with も). The concessive use expresses acting contrary to one's own awareness or feelings. The simultaneous use parallels ながら but is more formal/literary.","悪いと知りつつ(も)、やめられなかった。(わるいとしりつつも、やめられなかった。) — Even though I knew it was wrong, I couldn't stop.","彼は迷いつつ、決断した。(かれはまよいつつ、けつだんした。) — While hesitating, he made a decision.","Two uses: (1) simultaneous/literary ながら: 考えつつ歩く; (2) concessive with も: 知りつつも — even though knowing. The concessive use is the distinctly N2 pattern. Compare: ながらも (concessive — similar, slightly more everyday); つつある is a separate pattern meaning in the process of.",N2,concessive,,,,225,g226,user-title-ai-content
g226,226,"In the Process Of / Progressively — ~つつある","Verb masu-stem plus つつある means to be in the process of / to be gradually doing. Expresses an ongoing change or progression currently in the middle of transitioning. Common in formal writing, news, and reports; typically used with verbs of change.","世界の気温は上昇しつつある。(せかいのきおんはじょうしょうしつつある。) — The world's temperature is rising progressively.","その技術は急速に発展しつつある。(そのぎじゅつはきゅうそくにはってんしつつある。) — That technology is developing rapidly.","つつある = ongoing gradual change (formal/literary). Compare: ている (ongoing state — all registers); てくる (change toward present); ていく (change moving away from present). つつある is used specifically for gradual development or transition, common in written/formal contexts.",N2,progressive,,,,226,g227,user-title-ai-content
g227,227,"The Moment / Just As — ~たとたん(に)","Verb ta-form (past) plus とたん(に) (途端に) means the moment / just as / just when. An unexpected result occurs immediately after the action. The surprise or immediacy is the key nuance — the second event was not planned or expected.","ドアを開けたとたん、猫が飛び出した。(どあをあけたとたん、ねこがとびだした。) — The moment I opened the door, the cat leaped out.","席についたとたんに、電話が鳴った。(せきについたとたんに、でんわがなった。) — Just as I sat down, the phone rang.","た-form + とたん(に) = unexpected event right after. The main clause event is usually sudden and often beyond the speaker's control. Compare: やいなや (as soon as — even more immediate, literary); なり (as soon as — immediate, continuous state follows); と同時に (at the same time — simultaneous, no surprise). とたん is not used for the speaker's own intentional next action.",N2,time,,,,227,g228,user-title-ai-content
g228,228,"Only After Doing — ~て初めて","Verb te-form plus はじめて means only after doing X did I realise / was I able to Y. The te-form clause is a prerequisite — until that action or experience happened, the main clause was not possible or known. Emphasises that X was the turning point.","失って初めて、その大切さがわかった。(うしなってはじめて、そのたいせつさがわかった。) — Only after losing it did I realise how precious it was.","外国に住んで初めて、日本のよさを感じた。(がいこくにすんではじめて、にほんのよさをかんじた。) — Only after living abroad did I appreciate the good points of Japan.","て初めて marks a transformative threshold: the te-clause experience enables or reveals the main clause (often a realisation or new ability). Compare: てから (after doing — sequential, no special enabling nuance); てこそ (precisely by doing — even more emphatic that only this method works).",N2,condition,,,,228,g229,user-title-ai-content
g229,229,"Unless / Until After Doing — ~てからでないと","Verb te-form plus からでないと means unless/until after doing X, Y cannot happen. States a prerequisite — X must be completed first. The negative structure (でないと / でなければ) is key: the condition is that X has not yet been completed.","確認してからでないと、返事はできません。(かくにんしてからでないと、へんじはできません。) — Unless I confirm first, I cannot give an answer.","食べてからでなければ、出発できない。(たべてからでなければ、しゅっぱつできない。) — We can't leave unless we've eaten first.","て + から + でないと/でなければ: must complete X before Y is possible. Casual equivalent: してからじゃないと. Compare: てはじめて (only after X — emphasis on transformative realisation); てからでないと (sequential prerequisite — cannot proceed without completing X first).",N2,condition,,,,229,g230,user-title-ai-content
g230,230,"Even If It Means — ~てでも","Verb te-form plus でも means even if it means (doing that) / even at the cost of. Expresses strong determination — the speaker is willing to do something extreme or costly in order to achieve a goal. The te-form clause names the extreme measure.","借金をしてでも、夢を叶えたい。(しゃっきんをしてでも、ゆめをかなえたい。) — Even if it means going into debt, I want to fulfil my dream.","徹夜してでも、この仕事を終わらせる。(てつやしてでも、このしごとをおわらせる。) — Even if I have to pull an all-nighter, I'll finish this work.","て + でも = strong determination at a price. The te-clause names the sacrifice. Compare: ても (even if — general concession); てでも adds determination and cost. Also: てまでも (even going so far as to — slightly stronger/formal: 嘘をついてまでも欲しくない).",N2,determination,,,,230,g231,user-title-ai-content
g231,231,"From the Fact That — ~ことから","Plain-form clause plus ことから means from the fact that / because / since. Introduces observable evidence or a factual basis from which a conclusion, label, or characterisation is drawn. Often used to explain the origin of a name or characteristic.","この山は富士山に似ていることから、小富士と呼ばれている。(このやまはふじさんににていることから、こふじとよばれている。) — Because it resembles Mt. Fuji, this mountain is called Ko-Fuji.","初戦に負けたことから、チームの士気が低下した。(しょせんにまけたことから、ちーむのしきがていかした。) — From the fact that they lost the first match, the team's morale dropped.","ことから introduces evidence or a factual basis — often for a name origin, characterisation, or result. Compare: ので (because — direct cause, polite); から (because — direct cause, general); ことから is more formal and used when the basis is an observable fact.",N2,reason,,,,231,g232,user-title-ai-content
g232,232,"Without Doing — ~ことなく","Plain-form verb plus ことなく means without doing / without ever doing. States that something was achieved or continued without the ことなく action occurring. Formal and literary; usually refers to sustained absence of an action over time.","彼は文句を言うことなく、仕事を続けた。(かれはもんくをいうことなく、しごとをつづけた。) — He continued working without complaining.","休むことなく、三時間歩き続けた。(やすむことなく、さんじかんあるきつづけた。) — Without resting, I continued walking for three hours.","V-plain + ことなく = without ever doing (formal). Compare: ないで (without doing — casual); ずに (without doing — literary); ことなく is more formal and emphasises the full sustained absence of the action throughout an extended period.",N2,absence,,,,232,g233,user-title-ai-content
g233,233,"To One's... — ~ことに(は)","Adjective or verb ta-form plus ことに(は) means to one's [emotion] / much to one's [feeling]. Introduces the speaker's emotional reaction to a situation. Common expressions: 驚いたことに、嬉しいことに、残念なことに、困ったことに.","驚いたことに、彼が戻ってきた。(おどろいたことに、かれがもどってきた。) — To my surprise, he came back.","残念なことに、試合は中止になった。(ざんねんなことに、しあいはちゅうしになった。) — To my disappointment, the match was cancelled.","ことに(は) frames the whole sentence with an emotional stance. Common emotion words: 驚いた、嬉しい、悲しい、残念な、困った、おかしい. Compare: ことか (how... — exclamatory about degree/frequency, different pattern); ことに simply introduces the emotional lens.",N2,emotion,,,,233,g234,user-title-ai-content
g234,234,"How (Much) / How Many Times — ~ことか","Wh-word (何度、どれほど etc.) plus ことか expresses deep emotion or strong feeling about frequency or degree. It is an exclamatory expression conveying surprise, wonder, frustration, or sadness — a rhetorical exclamation rather than a real question.","あなたに何度お願いしたことか。(あなたになんどおねがいしたことか。) — How many times have I asked you!","どれほど心配したことか、わかってほしい。(どれほどしんぱいしたことか、わかってほしい。) — I want you to understand just how much I worried.","Pattern: 何度〜たことか / どれほど〜たことか. The speaker is exclaiming, not really asking. Compare: ことに (to one's emotion — introduces an emotional framing at sentence start); なんて/なんと (how... — also exclamatory but less formal). ことか is literary/formal.",N2,emotion,,,,234,g235,user-title-ai-content
g235,235,"It Is Arranged / Supposed To — ~ことになっている","Plain-form or negative plain-form verb plus ことになっている means it is arranged / decided / supposed to / expected that. Describes an existing rule, schedule, arrangement, or social expectation — not the speaker's personal decision, but an established norm or plan.","会議は三時に始まることになっている。(かいぎはさんじにはじまることになっている。) — The meeting is scheduled to start at three.","ここでは禁煙することになっている。(ここではきんえんすることになっている。) — Smoking is not allowed here (it's the established rule).","ことになっている = established arrangement or rule. Compare: ことになった (it was decided that — one-time new decision); ことにしている (I make it a habit to — personal decision); はずだ (should be — the speaker's logical expectation). ことになっている implies an ongoing, pre-existing arrangement.",N2,arrangement,,,,235,g236,user-title-ai-content
g236,236,"Completely Do / Cannot Fully — ~きる / ~きれない","Verb masu-stem plus きる means to do completely / to finish doing / to do to the very end. きれない (the negative) means cannot completely — the amount or extent is too great to be fully handled. きれる is the potential form (can do completely).","この本は一日で読みきれない。(このほんはいちにちでよみきれない。) — I can't finish reading this book in one day.","彼の優しさに感謝しきれない。(かれのやさしさにかんしゃしきれない。) — I cannot be thankful enough for his kindness.","V-stem + きる: eat up (食べきる)、use up (使いきる)、run to the end (走りきる). V-stem + きれない: cannot fully — too much in quantity or intensity. Compare: てしまう (finish/end up doing — often accidental); ぬく (persevere to the end — endurance: やりぬく = see it through).",N2,completion,,,,236,g237,user-title-ai-content
g237,237,"Precisely / Indeed / It Is X That — ~こそ","Noun or clause plus こそ is a focus/emphasis particle meaning precisely / indeed / it is exactly X that. Highlights the marked element as the true or most important one. Common in: からこそ (it is precisely because)、てこそ (only by doing)、こそが (nominative focus).","今年こそ、日本語能力試験に合格する。(ことしこそ、にほんごのうりょくしけんにごうかくする。) — This year, I will definitely pass the JLPT (this year of all years).","努力したからこそ、成功できた。(どりょくしたからこそ、せいこうできた。) — It is precisely because I worked hard that I succeeded.","こそ adds strong focus: この本こそ = this book is the one / this very book. からこそ: it is precisely because; てこそ: only by doing X. Compare: は (topic/contrast) and が (subject/focus) — こそ is even stronger emphasis, often implying this one above all others.",N2,emphasis,,,,237,g238,user-title-ai-content
g238,238,"Instead Of / In Exchange For — ~かわりに","Noun or plain-form verb plus かわりに (代わりに) means instead of / in place of / in exchange for. Two uses: (1) substitution — X is replaced by Y; (2) trade-off — X has one quality, but in compensation Y applies.","彼のかわりに、私が会議に出ます。(かれのかわりに、わたしがかいぎにでます。) — I'll attend the meeting in his place.","給料は安いかわりに、休みが多い。(きゅうりょうはやすいかわりに、やすみがおおい。) — The pay is low, but in exchange there are many holidays.","(1) N/V のかわりに = substitution (in place of); (2) V-plain/adj + かわりに = compensation/trade-off. For the trade-off use, かわりに implies balance between two contrasting aspects. Compare: にかえて (in place of — more formal/literary substitution); ではなく (not X but Y — plain contrast, no trade-off nuance).",N2,substitution,,,,238,g239,user-title-ai-content
g239,239,"That Said / Even So — ~とはいえ","Clause, noun, or adjective plus とはいえ means that said / even so / even though (that is true). Acknowledges a preceding statement as true, then introduces a contrasting reality or qualification. More formal than けど or でも.","夏とはいえ、山の朝は寒い。(なつとはいえ、やまのあさはさむい。) — Even though it's summer, the mountain mornings are cold.","便利とはいえ、デメリットもある。(べんりとはいえ、でめりっともある。) — Even granting that it's convenient, there are also downsides.","The first clause is conceded as true; the main clause qualifies or contradicts it. Compare: とはいっても (casual spoken form — same meaning); にしても (even if/even for — can introduce new condition); ものの (although — literary, formal concession); とはいえ is mid-formal, suitable for written N2.",N2,contrast,,,,239,g240,user-title-ai-content
g240,240,"I Hear That / It Means That — ~ということだ","Clause plus ということだ has two uses: (1) hearsay — I hear that / they say that (reported information from another source); (2) logical conclusion — it means that / which means (drawing a conclusion from what was just stated). Context determines the use.","明日は休みということだ。(あしたはやすみということだ。) — I hear that tomorrow is a holiday.","彼が断ったということは、興味がないということだ。(かれがことわったということは、きょうみがないということだ。) — The fact that he refused means he's not interested.","(1) hearsay: ということだ ≈ そうだ but more formal, often based on written or official information. (2) logical conclusion: AということはBということだ. Compare: そうだ (hearsay — casual); らしい (it seems/I hear — inferential); と言われている (it is said that — general knowledge).",N2,hearsay,,,,240,g241,user-title-ai-content
g241,241,"If / Supposing That — ~としたら / ~とすれば / ~とすると","Clause plus としたら / とすれば / とすると means if / supposing / assuming that is the case. Used to reason from a hypothetical premise — if we assume X is true, then Y follows. The speaker does not necessarily believe X is true.","彼が本当に来るとしたら、部屋を片付けなければ。(かれがほんとうにくるとしたら、へやをかたづけなければ。) — If he's really coming, we'd better clean the room.","それが本当だとすれば、大変なことだ。(それがほんとうだとすれば、たいへんなことだ。) — If that is true, it would be a serious matter.","The three forms are largely interchangeable for hypothetical reasoning. とすると often introduces an immediate logical consequence; とすれば is more deliberate; としたら is slightly more colloquial. Compare: なら (if it's the case that — topic given as condition); たら (if/when — general conditional).",N2,condition,,,,241,g242,user-title-ai-content
g242,242,"Naturally / Should / Used To — ~ものだ / ~ものではない","Verb or adjective plus ものだ has several uses: (1) natural or general truth — that's just how things are; (2) strong advice — one should; (3) past habitual reminiscing with た-form. ものではない means one should not / it is not right to.","年を取れば、誰でも忘れっぽくなるものだ。(としをとれば、だれでもわすれっぽくなるものだ。) — As you get older, anyone naturally becomes forgetful.","子どもには優しくするものだ。(こどもにはやさしくするものだ。) — One should be kind to children.","ものだ uses: (1) natural truth; (2) nostalgic habitual: 子どもの頃はよく遊んだものだ; (3) strong advice: するものだ. ものではない: strong negative advice (嘘をつくものではない). Compare: はずだ (should logically be — inference); べきだ (should — obligation/duty).",N2,general-truth,,,,242,g243,user-title-ai-content
g243,243,"Although / But — ~ものの","Plain-form clause plus ものの means although / but / even though. Presents a concession — the first clause is acknowledged as true, but the second introduces a contrasting reality. More formal and literary than けど or が.","申し込んだものの、参加できるかどうかわからない。(もうしこんだものの、さんかできるかどうかわからない。) — Although I applied, I don't know whether I'll be able to participate.","日本語を勉強したものの、まだ上手に話せない。(にほんごをべんきょうしたものの、まだじょうずにはなせない。) — Although I've studied Japanese, I still can't speak it well.","ものの = formal concessive although/but. The first clause sets an expectation that the second deflates. Compare: のに (although — often emotional disappointment); けれども/が (but — general contrast); ながら (while/although — literary, simultaneous nuance); ものの is written/formal.",N2,contrast,,,,243,g244,user-title-ai-content
g244,244,"If It Were Possible / If X Then — ~ものなら","Potential or plain-form verb plus ものなら has two uses: (1) hypothetical wish — if I could / if it were possible (expresses a wish for something unlikely); (2) hypothetical warning — if you were to (implying a severe consequence will follow).","できるものなら、もう一度やり直したい。(できるものなら、もういちどやりなおしたい。) — If it were possible, I'd like to start over once more.","また遅刻するものなら、承知しないぞ。(またちこくするものなら、しょうちしないぞ。) — If you're late again, I won't stand for it.","(1) V-potential + ものなら + wish: できるものなら = if only I could; (2) V-dict + ものなら + threat: するものなら = if you dare to (severe consequences implied). Compare: なら (if — general conditional); としたら (if supposing — hypothetical reasoning). ものなら implies either a longing for something unlikely or a strong warning.",N2,condition,,,,244,g245,user-title-ai-content
g245,245,"That Is Why / No Wonder — ~わけだ","Plain-form clause plus わけだ means that is why / no wonder / naturally it follows that. The speaker draws a logical conclusion or confirms why something makes sense. Implies the speaker has just understood a connection. わけです is the polite form.","彼は十年間日本に住んでいた。それなら日本語が上手なわけだ。(かれはじゅうねんかんにほんにすんでいた。それならにほんごがじょうずなわけだ。) — He lived in Japan for ten years. No wonder his Japanese is good.","準備が足りなかったから、失敗したわけだ。(じゅんびがたりなかったから、しっぱいしたわけだ。) — That is why we failed — preparation was insufficient.","わけだ = logical conclusion or explanation of an existing fact. Compare: はずだ (should be — expectation from logic); からだ (it's because — stating the reason); ということだ (it means that — restatement or hearsay). わけではない = partial negation (it's not that...); わけにはいかない = social/moral cannot.",N2,conclusion,,,,245,g246,user-title-ai-content
g246,246,"It Is Not That — ~わけではない / ~わけでもない","Plain-form clause plus わけではない means it is not that / it doesn't mean that. The speaker partially negates or clarifies a potential misunderstanding — the statement is not entirely true or should not be taken at face value. わけでもない adds 'not exactly either'.","日本語が嫌いなわけではない。ただ、難しいと思うだけだ。(にほんごがきらいなわけではない。ただ、むずかしいとおもうだけだけだ。) — It's not that I dislike Japanese. I just find it difficult.","急いでいるわけではないが、早めに出発しよう。(いそいでいるわけではないが、はやめにしゅっぱつしよう。) — It's not that I'm in a hurry, but let's leave early.","わけではない clarifies by correcting an apparent implication. Compare: というわけではない (it doesn't mean that — slightly more formal); ないわけではない (double negative — actually it is, to some extent). Also: わけだ (logical conclusion — opposite direction); わけにはいかない (social obligation).",N2,negation,,,,246,g247,user-title-ai-content
g247,247,"Cannot / Must Not — ~わけにはいかない","Plain-form verb plus わけにはいかない means cannot / must not due to social, ethical, or circumstantial obligations. The speaker feels obliged not to do something even if they might want to — the reason is social/moral constraint, not physical inability. Negative form ないわけにはいかない = must/have no choice but to.","約束したから、断るわけにはいかない。(やくそくしたから、ことわるわけにはいかない。) — Since I made a promise, I can't refuse.","体が悪くても、仕事を休むわけにはいかない。(からだがわるくても、しごとをやすむわけにはいかない。) — Even if I'm feeling ill, I can't take time off work.","わけにはいかない = social or moral cannot — pressure not to do X even if there's a desire or reason to. Compare: ことができない (cannot — ability); てはいけない (must not — prohibition); てはならない (must not — stronger). ないわけにはいかない = must (行かないわけにはいかない = no choice but to go).",N2,obligation,,,,247,g248,user-title-ai-content
g248,248,"Not Only... But Also — ~だけでなく / ~のみならず","Noun or plain-form clause plus だけでなく means not only X but also Y. のみならず is the formal/literary equivalent. Both add a second element that goes beyond the first, often with a sense of surprise at the additional element.","日本語だけでなく、中国語も話せる。(にほんごだけでなく、ちゅうごくごもはなせる。) — Not only Japanese, but she can also speak Chinese.","環境問題は日本のみならず、世界全体の課題だ。(かんきょうもんだいはにほんのみならず、せかいぜんたいのかだいだ。) — Environmental issues are not only Japan's problem but the world's challenge.","だけでなく (general use) / のみならず (formal/written). The second element (Y) often carries the main emphasis. Compare: ばかりでなく (not only — piling-on nuance); に加えて (in addition to — additive, no contrast implied); も (also — simple addition).",N2,addition,,,,248,g249,user-title-ai-content
g249,249,"Even — ~さえ / ~でさえ","Noun plus さえ or でさえ means even (X). Marks an extreme or unexpected example on a spectrum — if even this case applies, the general point is clear. さえ follows particles; でさえ adds で before さえ. Used in isolation as an emphatic even.","子どもでさえ、この問題は解ける。(こどもでさえ、このもんだいはとける。) — Even a child can solve this problem.","疲れていて、立っていることさえつらかった。(つかれていて、たっていることさえつらかった。) — I was so tired that even standing was painful.","さえ marks the extreme end of a scale — if even X applies, stronger cases certainly do (or don't). Compare: も (also/even — gentler; 子どもも解ける = children can solve it too); でも (even/but — casual: 子どもでも); さえ is more emphatic when the example is surprising. さえ〜ば is a separate conditional pattern.",N2,emphasis,,,,249,g250,user-title-ai-content
g250,250,"If Only / As Long As — ~さえ〜ば","Noun plus さえ plus verb or adjective ば-form means if only / as long as. Identifies the single key condition that, if met, is sufficient for the desired result. さえ marks the minimum necessary condition; ば provides the conditional. This one thing is all that is needed.","お金さえあれば、旅行できるのに。(おかねさえあれば、りょこうできるのに。) — If only I had money, I could travel.","あなたさえよければ、いつでもいいです。(あなたさえよければ、いつでもいいです。) — As long as it's okay with you, any time is fine.","さえ + ば = minimum sufficient condition (if only X were true, everything would be fine). Often combined with のに (expressing regret: if only...). Compare: ば (general condition — multiple conditions possible); なら (if it's the case that — topic-based); さえ narrows to one key condition. Also: てさえいれば (as long as one keeps doing — continuous action form).",N2,condition,,,,250,,user-title-ai-content
g251,251,Even If / No Matter How — ~ても / ~でも,"Verb て-form plus も, or adjective / noun plus でも, expresses even if or even though. The result in the main clause holds regardless of the condition. Signals that the outcome does not change even if the stated situation is true.","雨が降っても、試合は続ける。(あめがふっても、しあいはつづける。) — Even if it rains, the game will continue.","どんなに疲れていても、諦めない。(どんなにつかれていても、あきらめない。) — No matter how tired I am, I won't give up.","ても / でも = concessive condition (outcome unchanged). Compare: ば (standard conditional — result expected); のに (concessive with disappointment); ても is neutral about speaker attitude. どんなに / いくら + ても reinforces the ""no matter how"" meaning.",N4,condition,,,,251,g252,user-title-ai-content
g252,252,Without Doing — ~ないで / ~ずに,Negative plain form plus で (ないで) or verb stem plus ずに means without doing. Both express that an action is not performed while doing something else. ずに is slightly more formal/literary; ないで is the everyday spoken form.,朝ごはんを食べないで学校へ行った。(あさごはんをたべないでがっこうへいった。) — I went to school without eating breakfast.,何も言わずに部屋を出て行った。(なにもいわずにへやをでていった。) — She left the room without saying anything.,ないで = don't/without (common spoken); ずに = without (formal/written). Negative of する is せずに (not しずに). Compare: てから (after doing); before vs. without nuance differs based on context.,N4,manner,,,,252,g253,user-title-ai-content
g253,253,Should / Ought To — ~べきだ / ~べきではない,Verb plain form (dictionary form) plus べきだ expresses a strong moral or logical obligation: should / ought to. The negative べきではない / べきでない means should not. する becomes すべきだ. More prescriptive than た方がいい.,約束は守るべきだ。(やくそくはまもるべきだ。) — One should keep promises.,他人の悪口を言うべきではない。(たにんのわるぐちをいうべきではない。) — You should not speak ill of others.,べきだ = normative obligation (morally/logically should). Compare: た方がいい (advice — gentler); なければならない (must — obligation from rules or necessity); ほうがいい (suggestion — even gentler).,N3,obligation,,,,253,g254,user-title-ai-content
g254,254,Tendency / Prone To — ~がちだ / ~がち,Verb stem or noun plus がちだ means tends to / is prone to. Usually has a negative or undesirable connotation — a habitual or natural tendency toward something unfavorable. Can be used attributively as がちな (noun).,彼は遅刻しがちだ。(かれはちこくしがちだ。) — He tends to be late.,冬は風邪をひきがちです。(ふゆはかぜをひきがちです。) — In winter one tends to catch colds.,がち = tendency (often negative). Compare: ことが多い (often happens — neutral/positive possible); やすい (easy to / prone to — less negative); っぽい (seeming like / tending to — casual). がちな modifies nouns (遅刻がちな人 = a person who tends to be late).,N3,tendency,,,,254,g255,user-title-ai-content
g255,255,Hard To / Easy To — ~にくい / ~やすい,Verb stem plus にくい means hard to / difficult to. Verb stem plus やすい means easy to / prone to. Both attach like い-adjectives and describe the inherent difficulty or ease of performing the action.,この問題は解きにくい。(このもんだいはときにくい。) — This problem is hard to solve.,彼女の話は聞きやすい。(かのじょのはなしはききやすい。) — Her speech is easy to listen to.,"にくい = hard to (inherent difficulty). やすい = easy to / prone to (positive or negative tendency: 怒りやすい = easily angered). Compare: がちだ (tendency — usually negative habit); づらい (hard to — subjective difficulty, nuance of reluctance or psychological resistance).",N4,degree,,,,255,g256,user-title-ai-content
g256,256,Appears To / Seems To — ~ようだ / ~ようです,Plain-form clause plus ようだ (or ようです — polite) expresses a conclusion based on direct observation or experience: it appears that / it seems that. The speaker has sensory evidence and is making an inference. よう can also be used to form similes.,空が暗くなってきた。雨が降るようだ。(そらがくらくなってきた。あめがふるようだ。) — The sky has darkened. It appears it will rain.,彼女は眠そうだ。(かのじょはねむそうだ。) — She looks sleepy.,ようだ = inference from observation. Compare: らしい (inference from hearsay/indirect evidence); そうだ (hearsay: I heard that / appearance: looks like); みたいだ (casual equivalent of ようだ). Simile use: まるで夢のようだ = it's just like a dream.,N4,inference,,,,256,g257,user-title-ai-content
g257,257,Heard That / I Understand That — ~そうだ (hearsay),Plain-form clause plus そうだ expresses information obtained from an external source: I heard that / it is said that. Distinct from appearance そうだ (verb stem + そうだ). The hearsay form attaches to the plain form of verbs and adjectives.,明日は雨が降るそうだ。(あしたはあめがふるそうだ。) — I heard it will rain tomorrow.,彼は来ないそうです。(かれはこないそうです。) — I understand that he won't come.,Plain-form + そうだ = hearsay (information from others). Do NOT confuse with stem + そうだ = looks like / appearance. Compare: らしい (similar meaning but softer and based on overall impression); によると (according to — introduces source); という話だ (I heard the story that).,N4,hearsay,,,,257,g258,user-title-ai-content
g258,258,Since / Because (Reason) — ~ため(に) / ~ために,"Plain-form clause or noun plus ため(に) expresses reason or cause in formal/written contexts: because of / due to. For volitional purpose, dictionary-form verb plus ために expresses in order to. Context determines which meaning applies.","病気のために、会議を欠席した。(びょうきのために、かいぎをけっせきした。) — Due to illness, I was absent from the meeting.",健康のために、毎日運動している。(けんこうのために、まいにちうんどうしている。) — I exercise every day for the sake of my health.,"ために (reason) = formal; appears in written/news Japanese. Compare: から (casual reason); ので (softer, explanatory reason); ため is neutral in register. ために (purpose) requires volitional verb: 勉強するために = in order to study.",N3,reason,,,,258,g259,user-title-ai-content
g259,259,In Spite Of / Although — ~にもかかわらず,Noun or plain-form clause plus にもかかわらず means despite / in spite of / notwithstanding. A formal expression that signals a contrast between the given condition and an unexpected result.,"雨にもかかわらず、試合は行われた。(あめにもかかわらず、しあいはおこなわれた。) — Despite the rain, the match took place.","彼の反対にもかかわらず、計画は実行された。(かれのはんたいにもかかわらず、けいかくはじっこうされた。) — Notwithstanding his objection, the plan was carried out.","にもかかわらず = formal concessive (in spite of). Compare: のに (concessive — speaker's disappointment or surprise); ても (even if — not necessarily in spite of); にもかかわらず is written/formal, unlike ても. Related: にかかわらず (regardless of — removes the も nuance).",N2,concession,,,,259,g260,user-title-ai-content
g260,260,Regardless Of — ~にかかわらず / ~を問わず,Noun plus にかかわらず or を問わず means regardless of / irrespective of. Used to state that the outcome or situation is the same no matter what X is. を問わず is slightly more formal and often appears in public notices.,経験の有無にかかわらず、応募できます。(けいけんのうむにかかわらず、おうぼできます。) — You can apply regardless of experience.,"国籍を問わず、参加できます。(こくせきをとわず、さんかできます。) — Anyone can participate, regardless of nationality.",にかかわらず = regardless (neutral); を問わず = regardless / without exception (formal). Compare: にもかかわらず (despite — but the result is surprising); によらず (not based on — similar meaning); でも〜でも (whether X or Y — binary choice).,N2,condition,,,,260,g261,user-title-ai-content
